"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod"
"53","GYDR","NA","No","NA","NA","No"
"53","HIAL","NA","No","NA","NA","No"
"53","HODI","NA","No","Yes","NA","No"
"53","LIBO","NA","No","NA","NA","No"
"53","MANE","NA","No","NA","NA","No"
"53","MEFE","NA","No","NA","NA","No"
"53","OPHO","NA","No","NA","NA","No"
"53","PAMY","No","NA","NA","NA","Yes"
"53","POMU","NA","No","NA","NA","No"
"53","PTAQ","NA","No","NA","NA","No"
"53","RULA","NA","No","NA","NA","No"
"53","RUPA","NA","No","NA","NA","No"
"53","RUPE","NA","No","NA","NA","No"
"53","RUSP","NA","No","NA","NA","No"
"53","SOSI","NA","No","NA","NA","No"
"53","SPBE","NA","No","NA","NA","No"
"53","TITR","NA","No","NA","NA","No"
"53","TRBO","NA","No","NA","NA","No"
"53","VAME","No","NA","Yes","NA","Yes"
"53","VASI","NA","No","NA","NA","No"
"54","ACCI","NA","No","NA","NA","No"
"54","ACGL","NA","No","NA","NA","No"
"54","ACMI","No","NA","NA","NA","No"
"54","AMAL","NA","Yes","NA","NA","No"
"54","ARUV","No","NA","NA","NA","Yes"
"54","ATFI","NA","No","NA","NA","No"
"54","CAME","NA","No","NA","NA","No"
"54","CARU","No","NA","NA","NA","Yes"
"54","CEVE","No","NA","NA","NA","Yes"
"54","CHUM","NA","No","NA","NA","No"
"54","CLUN","NA","No","NA","NA","No"
"54","COCA","NA","No","NA","NA","No"
"54","EPAN","No","NA","NA","NA","No"
"54","GAOV","NA","No","NA","NA","No"
"54","GASH","NA","No","NA","NA","No"
"54","GOOB","NA","No","NA","NA","No"
"54","GYDR","NA","No","NA","NA","No"
"54","HIAL","NA","No","NA","NA","No"
"54","HODI","NA","No","NA","NA","No"
"54","LIBO","NA","No","NA","NA","No"
"54","MANE","NA","No","NA","NA","No"
"54","MEFE","NA","No","NA","NA","No"
"54","OPHO","NA","No","NA","NA","No"
"54","PAMY","No","NA","NA","NA","Yes"
"54","POMU","NA","No","NA","NA","No"
"54","PTAQ","NA","No","NA","NA","No"
"54","RULA","NA","No","NA","NA","No"
"54","RUPA","NA","No","NA","NA","No"
"54","RUPE","NA","No","NA","NA","No"
"54","RUSP","NA","No","NA","NA","No"
"54","SOSI","NA","No","NA","NA","No"
"54","SPBE","NA","No","NA","NA","No"
"54","TITR","NA","No","NA","NA","No"
"54","TRBO","NA","No","NA","NA","No"
"54","VAME","No","NA","Yes","NA","Yes"
"54","VASI","NA","No","NA","NA","No"
"55","ACCI","NA","No","NA","NA","No"
"55","ACGL","NA","No","NA","NA","No"
"55","ACMI","No","NA","NA","NA","No"
"55","AMAL","NA","Yes","NA","NA","No"
"55","ARUV","No","NA","NA","NA","No"
"55","ATFI","NA","No","NA","NA","No"
"55","CAME","NA","No","NA","NA","No"
"55","CARU","No","NA","NA","NA","No"
"55","CEVE","No","NA","NA","NA","No"
"55","CHUM","NA","No","NA","NA","No"
"55","CLUN","NA","No","NA","NA","No"
"55","COCA","NA","No","NA","NA","No"
"55","EPAN","No","NA","NA","NA","No"
"55","GAOV","NA","No","NA","NA","No"
"55","GASH","NA","No","NA","NA","No"
"55","GOOB","NA","No","NA","NA","No"
"55","GYDR","NA","No","NA","NA","No"
"55","HIAL","NA","No","NA","NA","No"
"55","HODI","NA","No","Yes","NA","No"
"55","LIBO","NA","No","NA","NA","No"
"55","MANE","NA","No","NA","NA","No"
"55","MEFE","NA","No","NA","NA","No"
"55","OPHO","NA","No","NA","NA","No"
"55","PAMY","No","NA","NA","NA","Yes"
"55","POMU","NA","No","NA","NA","No"
"55","PTAQ","NA","No","NA","NA","No"
"55","RULA","NA","No","NA","NA","No"
"55","RUPA","NA","No","NA","NA","No"
"55","RUPE","NA","No","NA","NA","No"
"55","RUSP","NA","No","NA","NA","No"
"55","SOSI","NA","No","NA","NA","No"
"55","SPBE","NA","No","NA","NA","No"
"55","TITR","NA","No","NA","NA","No"
"55","TRBO","NA","No","NA","NA","No"
"55","VAME","No","NA","Yes","NA","Yes"
"55","VASI","NA","No","NA","NA","No"
"56","ACCI","NA","No","NA","NA","No"
"56","ACGL","NA","No","NA","NA","No"
"56","ACMI","No","NA","NA","NA","No"
"56","AMAL","NA","No","NA","NA","No"
"56","ARUV","No","NA","NA","NA","Yes"
"56","ATFI","NA","No","NA","NA","No"
"56","CAME","NA","No","NA","Yes","NA"
"56","CARU","No","NA","NA","NA","Yes"
"56","CEVE","No","NA","NA","NA","Yes"
"56","CHUM","NA","No","NA","NA","No"
"56","CLUN","NA","No","NA","NA","No"
"56","COCA","NA","No","NA","NA","No"
"56","EPAN","No","NA","NA","NA","No"
"56","GAOV","NA","No","NA","NA","No"
"56","GASH","NA","No","NA","NA","No"
"56","GOOB","NA","No","NA","NA","No"
"56","GYDR","NA","No","NA","NA","No"
"56","HIAL","NA","No","NA","NA","No"
"56","HODI","NA","No","Yes","NA","No"
"56","LIBO","NA","No","NA","NA","No"
"56","MANE","NA","No","NA","NA","No"
"56","MEFE","NA","No","NA","NA","Yes"
"56","OPHO","NA","No","NA","NA","No"
"56","PAMY","No","NA","NA","NA","Yes"
"56","POMU","NA","No","NA","NA","No"
"56","PTAQ","NA","No","NA","NA","No"
"56","RULA","NA","No","NA","NA","No"
"56","RUPA","NA","No","NA","NA","No"
"56","RUPE","NA","No","NA","NA","No"
"56","RUSP","NA","No","NA","NA","No"
"56","SOSI","NA","No","NA","NA","No"
"56","SPBE","NA","Yes","NA","NA","No"
"56","TITR","NA","No","NA","NA","No"
"56","TRBO","NA","No","NA","NA","No"
"56","VAME","No","NA","Yes","NA","Yes"
"56","VASI","NA","No","NA","NA","No"
"57","ACCI","NA","No","NA","NA","No"
"57","ACGL","NA","No","NA","NA","No"
"57","ACMI","No","NA","NA","NA","No"
"57","AMAL","NA","Yes","NA","NA","No"
"57","ARUV","No","NA","NA","NA","No"
"57","ATFI","NA","No","NA","NA","No"
"57","CAME","NA","No","NA","NA","No"
"57","CARU","No","NA","NA","NA","Yes"
"57","CEVE","No","NA","NA","NA","No"
"57","CHUM","NA","No","NA","NA","No"
"57","CLUN","NA","No","NA","NA","No"
"57","COCA","NA","No","NA","NA","No"
"57","EPAN","No","NA","NA","NA","No"
"57","GAOV","NA","No","NA","NA","No"
"57","GASH","NA","No","NA","NA","No"
"57","GOOB","NA","No","NA","NA","No"
"57","GYDR","NA","No","NA","NA","No"
"57","HIAL","NA","No","NA","NA","No"
"57","HODI","NA","No","Yes","NA","No"
"57","LIBO","NA","No","NA","NA","No"
"57","MANE","NA","No","NA","NA","No"
"57","MEFE","NA","No","NA","NA","Yes"
"57","OPHO","NA","No","NA","NA","No"
"57","PAMY","No","NA","NA","NA","Yes"
"57","POMU","NA","No","NA","NA","No"
"57","PTAQ","NA","No","NA","NA","No"
"57","RULA","NA","No","NA","NA","No"
"57","RUPA","NA","No","NA","NA","No"
"57","RUPE","NA","No","NA","NA","No"
"57","RUSP","NA","No","NA","NA","No"
"57","SOSI","NA","No","NA","NA","No"
"57","SPBE","NA","Yes","NA","NA","No"
"57","TITR","NA","No","NA","NA","No"
"57","TRBO","NA","No","NA","Yes","NA"
"57","VAME","No","NA","Yes","NA","Yes"
"57","VASI","NA","No","NA","NA","No"
"58","ACCI","NA","No","NA","NA","No"
"58","ACGL","NA","No","NA","NA","No"
"58","ACMI","No","NA","NA","NA","No"
"58","AMAL","NA","Yes","NA","NA","No"
"58","ARUV","No","NA","NA","NA","No"
"58","ATFI","NA","No","NA","NA","No"
"58","CAME","NA","No","NA","NA","No"
"58","CARU","No","NA","NA","NA","Yes"
"58","CEVE","No","NA","NA","NA","No"
"58","CHUM","NA","No","NA","NA","No"
"58","CLUN","NA","No","NA","NA","No"
"58","COCA","NA","No","NA","NA","No"
"58","EPAN","No","NA","NA","NA","Yes"
"58","GAOV","NA","No","NA","NA","No"
"58","GASH","NA","No","NA","NA","No"
"58","GOOB","NA","No","NA","NA","No"
"58","GYDR","NA","No","NA","NA","No"
"58","HIAL","NA","No","NA","NA","No"
"58","HODI","NA","No","Yes","NA","No"
"58","LIBO","NA","No","NA","NA","No"
"58","MANE","NA","No","NA","NA","No"
"58","MEFE","NA","No","NA","NA","Yes"
"58","OPHO","NA","No","NA","NA","Yes"
"58","PAMY","No","NA","NA","NA","Yes"
"58","POMU","NA","No","NA","NA","No"
"58","PTAQ","NA","No","NA","NA","No"
"58","RULA","NA","No","NA","NA","No"
"58","RUPA","NA","No","NA","NA","No"
"58","RUPE","NA","No","NA","NA","No"
"58","RUSP","NA","No","NA","NA","No"
"58","SOSI","NA","No","NA","NA","No"
"58","SPBE","NA","Yes","NA","NA","No"
"58","TITR","NA","No","NA","NA","No"
"58","TRBO","NA","No","NA","NA","No"
"58","VAME","No","NA","Yes","NA","Yes"
"58","VASI","NA","No","NA","NA","No"
"59","ACCI","NA","No","NA","NA","No"
"59","ACGL","NA","No","NA","NA","No"
"59","ACMI","No","NA","NA","NA","No"
"59","AMAL","NA","Yes","NA","NA","No"
"59","ARUV","No","NA","NA","NA","No"
"59","ATFI","NA","No","NA","NA","No"
"59","CAME","NA","No","NA","Yes","NA"
"59","CARU","No","NA","NA","NA","No"
"59","CEVE","No","NA","NA","NA","Yes"
"59","CHUM","NA","No","NA","NA","No"
"59","CLUN","NA","No","NA","NA","No"
"59","COCA","NA","No","NA","NA","No"
"59","EPAN","No","NA","NA","NA","Yes"
"59","GAOV","NA","No","NA","NA","No"
"59","GASH","NA","No","NA","NA","No"
"59","GOOB","NA","No","NA","NA","No"
"59","GYDR","NA","No","NA","NA","No"
"59","HIAL","NA","No","NA","NA","No"
"59","HODI","NA","No","Yes","NA","No"
"59","LIBO","NA","No","NA","NA","No"
"59","MANE","NA","No","NA","NA","No"
"59","MEFE","NA","No","NA","NA","No"
"59","OPHO","NA","No","NA","NA","No"
"59","PAMY","No","NA","NA","NA","Yes"
"59","POMU","NA","No","NA","NA","No"
"59","PTAQ","NA","No","NA","NA","No"
"59","RULA","NA","No","NA","NA","No"
"59","RUPA","NA","No","NA","NA","No"
"59","RUPE","NA","No","NA","NA","No"
"59","RUSP","NA","No","NA","NA","No"
"59","SOSI","NA","No","NA","NA","No"
"59","SPBE","NA","Yes","NA","NA","No"
"59","TITR","NA","No","NA","NA","No"
"59","TRBO","NA","No","NA","Yes","NA"
"59","VAME","No","NA","Yes","NA","Yes"
"59","VASI","NA","No","NA","NA","No"
"60","ACCI","NA","No","NA","NA","No"
"60","ACGL","NA","No","NA","NA","No"
"60","ACMI","No","NA","NA","NA","No"
"60","AMAL","NA","Yes","NA","NA","No"
"60","ARUV","No","NA","NA","NA","No"
"60","ATFI","NA","No","NA","NA","No"
"60","CAME","NA","No","NA","NA","No"
"60","CARU","No","NA","NA","NA","Yes"
"60","CEVE","No","NA","NA","NA","No"
"60","CHUM","NA","No","NA","NA","No"
"60","CLUN","NA","No","NA","NA","No"
"60","COCA","NA","No","NA","NA","No"
"60","EPAN","No","NA","NA","NA","No"
"60","GAOV","NA","No","NA","NA","No"
"60","GASH","NA","No","NA","NA","No"
"60","GOOB","NA","No","NA","NA","No"
"60","GYDR","NA","No","NA","NA","No"
"60","HIAL","NA","No","NA","NA","No"
"60","HODI","NA","No","Yes","NA","No"
"60","LIBO","NA","No","NA","NA","No"
"60","MANE","NA","No","NA","NA","No"
"60","MEFE","NA","No","NA","NA","No"
"60","OPHO","NA","No","NA","NA","Yes"
"60","PAMY","No","NA","NA","NA","Yes"
"60","POMU","NA","No","NA","NA","No"
"60","PTAQ","NA","No","NA","NA","No"
"60","RULA","NA","No","NA","NA","No"
"60","RUPA","NA","No","NA","NA","No"
"60","RUPE","NA","No","NA","NA","No"
"60","RUSP","NA","No","NA","NA","No"
"60","SOSI","NA","No","NA","NA","No"
"60","SPBE","NA","Yes","NA","NA","No"
"60","TITR","NA","No","NA","NA","No"
"60","TRBO","NA","No","NA","NA","No"
"60","VAME","No","NA","Yes","NA","Yes"
"60","VASI","NA","No","NA","NA","No"
"61","ACCI","NA","No","NA","NA","No"
"61","ACGL","NA","No","NA","NA","No"
"61","ACMI","No","NA","NA","NA","No"
"61","AMAL","NA","No","NA","NA","No"
"61","ARUV","No","NA","NA","NA","No"
"61","ATFI","NA","No","NA","NA","No"
"61","CAME","NA","No","NA","NA","No"
"61","CARU","No","NA","NA","NA","Yes"
"61","CEVE","No","NA","NA","NA","No"
"61","CHUM","NA","No","NA","NA","No"
"61","CLUN","NA","No","NA","NA","No"
"61","COCA","NA","No","NA","NA","No"
"61","EPAN","No","NA","NA","NA","No"
"61","GAOV","NA","No","NA","NA","No"
"61","GASH","NA","No","NA","NA","No"
"61","GOOB","NA","No","NA","NA","No"
"61","GYDR","NA","No","NA","NA","No"
"61","HIAL","NA","No","NA","NA","No"
"61","HODI","NA","No","NA","NA","No"
"61","LIBO","NA","No","NA","NA","No"
"61","MANE","NA","No","NA","NA","No"
"61","MEFE","NA","No","NA","NA","No"
"61","OPHO","NA","No","NA","NA","Yes"
"61","PAMY","No","NA","NA","NA","No"
"61","POMU","NA","No","NA","NA","No"
"61","PTAQ","NA","No","NA","NA","No"
"61","RULA","NA","No","NA","NA","No"
"61","RUPA","NA","No","NA","NA","No"
"61","RUPE","NA","No","NA","NA","No"
"61","RUSP","NA","No","NA","NA","No"
"61","SOSI","NA","No","NA","NA","No"
"61","SPBE","NA","No","NA","NA","No"
"61","TITR","NA","No","NA","NA","No"
"61","TRBO","NA","No","NA","NA","No"
"61","VAME","No","NA","Yes","NA","Yes"
"61","VASI","NA","No","NA","NA","No"
"62","ACCI","NA","No","NA","NA","No"
"62","ACGL","NA","No","NA","NA","No"
"62","ACMI","No","NA","NA","NA","No"
"62","AMAL","NA","Yes","NA","NA","No"
"62","ARUV","No","NA","NA","NA","No"
"62","ATFI","NA","No","NA","NA","No"
"62","CAME","NA","No","NA","NA","No"
"62","CARU","No","NA","NA","NA","Yes"
"62","CEVE","No","NA","NA","NA","No"
"62","CHUM","NA","No","NA","NA","No"
"62","CLUN","NA","No","NA","NA","No"
"62","COCA","NA","No","NA","NA","No"
"62","EPAN","No","NA","NA","NA","Yes"
"62","GAOV","NA","No","NA","NA","No"
"62","GASH","NA","No","NA","NA","No"
"62","GOOB","NA","No","NA","NA","No"
"62","GYDR","NA","No","NA","NA","No"
"62","HIAL","NA","No","NA","NA","No"
"62","HODI","NA","No","Yes","NA","No"
"62","LIBO","NA","No","NA","NA","No"
"62","MANE","NA","No","NA","NA","No"
"62","MEFE","NA","No","NA","NA","No"
"62","OPHO","NA","No","NA","NA","Yes"
"62","PAMY","No","NA","NA","NA","Yes"
"62","POMU","NA","No","NA","NA","No"
"62","PTAQ","NA","No","NA","NA","No"
"62","RULA","NA","No","NA","NA","No"
"62","RUPA","NA","No","NA","NA","No"
"62","RUPE","NA","No","NA","NA","No"
"62","RUSP","NA","No","NA","NA","No"
"62","SOSI","NA","No","NA","NA","No"
"62","SPBE","NA","No","NA","NA","No"
"62","TITR","NA","No","NA","NA","No"
"62","TRBO","NA","No","NA","Yes","NA"
"62","VAME","No","NA","Yes","NA","Yes"
"62","VASI","NA","No","NA","NA","No"
"63","ACCI","NA","No","NA","NA","No"
"63","ACGL","NA","No","NA","NA","No"
"63","ACMI","No","NA","NA","NA","No"
"63","AMAL","NA","Yes","NA","NA","No"
"63","ARUV","No","NA","NA","NA","No"
"63","ATFI","NA","No","NA","NA","No"
"63","CAME","NA","No","NA","NA","No"
"63","CARU","No","NA","NA","NA","No"
"63","CEVE","No","NA","NA","NA","No"
"63","CHUM","NA","No","NA","NA","No"
"63","CLUN","NA","No","NA","NA","No"
"63","COCA","NA","No","NA","NA","No"
"63","EPAN","No","NA","NA","NA","Yes"
"63","GAOV","NA","No","NA","NA","No"
"63","GASH","NA","No","NA","NA","No"
"63","GOOB","NA","No","NA","NA","No"
"63","GYDR","NA","No","NA","NA","No"
"63","HIAL","NA","No","NA","NA","No"
"63","HODI","NA","No","Yes","NA","No"
"63","LIBO","NA","No","NA","NA","No"
"63","MANE","NA","No","NA","NA","No"
"63","MEFE","NA","No","NA","NA","No"
"63","OPHO","NA","No","NA","NA","No"
"63","PAMY","No","NA","NA","NA","Yes"
"63","POMU","NA","No","NA","NA","No"
"63","PTAQ","NA","No","NA","NA","No"
"63","RULA","NA","No","NA","NA","No"
"63","RUPA","NA","No","NA","NA","No"
"63","RUPE","NA","No","NA","NA","No"
"63","RUSP","NA","No","NA","NA","No"
"63","SOSI","NA","No","NA","NA","No"
"63","SPBE","NA","Yes","NA","NA","No"
"63","TITR","NA","No","NA","NA","No"
"63","TRBO","NA","No","NA","Yes","NA"
"63","VAME","No","NA","Yes","NA","Yes"
"63","VASI","NA","No","NA","NA","No"
"64","ACCI","NA","No","NA","NA","No"
"64","ACGL","NA","No","NA","NA","No"
"64","ACMI","No","NA","NA","NA","No"
"64","AMAL","NA","No","NA","NA","No"
"64","ARUV","No","NA","NA","NA","No"
"64","ATFI","NA","No","NA","NA","No"
"64","CAME","NA","No","NA","NA","No"
"64","CARU","No","NA","NA","NA","Yes"
"64","CEVE","No","NA","NA","NA","Yes"
"64","CHUM","NA","No","NA","NA","No"
"64","CLUN","NA","No","NA","NA","No"
"64","COCA","NA","No","NA","NA","No"
"64","EPAN","No","NA","NA","NA","Yes"
"64","GAOV","NA","No","NA","NA","No"
"64","GASH","NA","No","NA","NA","No"
"64","GOOB","NA","No","NA","NA","No"
"64","GYDR","NA","No","NA","NA","No"
"64","HIAL","NA","No","NA","NA","No"
"64","HODI","NA","No","Yes","NA","No"
"64","LIBO","NA","No","NA","NA","No"
"64","MANE","NA","No","NA","NA","No"
"64","MEFE","NA","No","NA","NA","No"
"64","OPHO","NA","No","NA","NA","Yes"
"64","PAMY","No","NA","NA","NA","Yes"
"64","POMU","NA","No","NA","NA","No"
"64","PTAQ","NA","No","NA","NA","No"
"64","RULA","NA","No","NA","NA","No"
"64","RUPA","NA","No","NA","NA","No"
"64","RUPE","NA","No","NA","NA","No"
"64","RUSP","NA","No","NA","NA","No"
"64","SOSI","NA","No","NA","NA","No"
"64","SPBE","NA","Yes","NA","NA","No"
"64","TITR","NA","No","NA","NA","No"
"64","TRBO","NA","No","NA","Yes","NA"
"64","VAME","No","NA","Yes","NA","Yes"
"64","VASI","NA","No","NA","NA","No"
"65","ACCI","NA","No","NA","NA","No"
"65","ACGL","NA","No","NA","NA","No"
"65","ACMI","No","NA","NA","NA","No"
"65","AMAL","NA","Yes","NA","NA","No"
"65","ARUV","No","NA","NA","NA","No"
"65","ATFI","NA","No","NA","NA","No"
"65","CAME","NA","No","NA","NA","No"
"65","CARU","No","NA","NA","NA","No"
"65","CEVE","No","NA","NA","NA","Yes"
"65","CHUM","NA","No","NA","NA","No"
"65","CLUN","NA","No","NA","NA","No"
"65","COCA","NA","No","NA","NA","No"
"65","EPAN","No","NA","NA","NA","Yes"
"65","GAOV","NA","No","NA","NA","No"
"65","GASH","NA","No","NA","NA","No"
"65","GOOB","NA","No","NA","NA","No"
"65","GYDR","NA","No","NA","NA","No"
"65","HIAL","NA","No","NA","NA","No"
"65","HODI","NA","No","Yes","NA","No"
"65","LIBO","NA","No","NA","NA","No"
"65","MANE","NA","No","NA","NA","No"
"65","MEFE","NA","No","NA","NA","No"
"65","OPHO","NA","No","NA","NA","Yes"
"65","PAMY","No","NA","NA","NA","Yes"
"65","POMU","NA","No","NA","NA","No"
"65","PTAQ","NA","No","NA","NA","No"
"65","RULA","NA","No","NA","NA","No"
"65","RUPA","NA","No","NA","NA","No"
"65","RUPE","NA","No","NA","NA","No"
"65","RUSP","NA","No","NA","NA","No"
"65","SOSI","NA","No","NA","NA","No"
"65","SPBE","NA","Yes","NA","NA","No"
"65","TITR","NA","No","NA","NA","No"
"65","TRBO","NA","No","NA","NA","No"
"65","VAME","No","NA","Yes","NA","Yes"
"65","VASI","NA","No","NA","NA","No"
"66","ACCI","NA","No","NA","NA","No"
"66","ACGL","NA","No","NA","NA","No"
"66","ACMI","No","NA","NA","NA","No"
"66","AMAL","NA","No","NA","NA","No"
"66","ARUV","No","NA","NA","NA","Yes"
"66","ATFI","NA","No","NA","NA","No"
"66","CAME","NA","No","NA","NA","No"
"66","CARU","No","NA","NA","NA","Yes"
"66","CEVE","No","NA","NA","NA","No"
"66","CHUM","NA","No","NA","NA","No"
"66","CLUN","NA","No","NA","NA","No"
"66","COCA","NA","No","NA","NA","No"
"66","EPAN","No","NA","NA","NA","No"
"66","GAOV","NA","No","NA","NA","No"
"66","GASH","NA","No","NA","NA","No"
"66","GOOB","NA","No","NA","NA","No"
"66","GYDR","NA","No","NA","NA","No"
"66","HIAL","NA","No","NA","NA","No"
"66","HODI","NA","No","Yes","NA","No"
"66","LIBO","NA","No","NA","NA","No"
"66","MANE","NA","No","NA","NA","No"
"66","MEFE","NA","No","NA","NA","No"
"66","OPHO","NA","No","NA","NA","No"
"66","PAMY","No","NA","NA","NA","Yes"
"66","POMU","NA","No","NA","NA","No"
"66","PTAQ","NA","No","NA","NA","No"
"66","RULA","NA","No","NA","NA","No"
"66","RUPA","NA","No","NA","NA","No"
"66","RUPE","NA","No","NA","NA","No"
"66","RUSP","NA","No","NA","NA","No"
"66","SOSI","NA","No","NA","NA","No"
"66","SPBE","NA","Yes","NA","NA","No"
"66","TITR","NA","No","NA","NA","No"
"66","TRBO","NA","No","NA","Yes","NA"
"66","VAME","No","NA","Yes","NA","Yes"
"66","VASI","NA","No","NA","NA","No"
"67","ACCI","NA","No","NA","NA","No"
"67","ACGL","NA","No","NA","NA","No"
"67","ACMI","No","NA","NA","NA","No"
"67","AMAL","NA","No","NA","NA","No"
"67","ARUV","No","NA","NA","NA","No"
"67","ATFI","NA","No","NA","NA","No"
"67","CAME","NA","No","NA","NA","No"
"67","CARU","No","NA","NA","NA","No"
"67","CEVE","No","NA","NA","NA","No"
"67","CHUM","NA","No","NA","NA","No"
"67","CLUN","NA","No","NA","NA","No"
"67","COCA","NA","No","NA","NA","No"
"67","EPAN","No","NA","NA","NA","No"
"67","GAOV","NA","No","NA","NA","No"
"67","GASH","NA","No","NA","NA","No"
"67","GOOB","NA","No","NA","NA","No"
"67","GYDR","NA","No","NA","NA","No"
"67","HIAL","NA","No","NA","NA","No"
"67","HODI","NA","No","Yes","NA","No"
"67","LIBO","NA","No","NA","NA","No"
"67","MANE","NA","No","NA","NA","No"
"67","MEFE","NA","No","NA","NA","Yes"
"67","OPHO","NA","No","NA","NA","No"
"67","PAMY","No","NA","NA","NA","Yes"
"67","POMU","NA","No","NA","NA","No"
"67","PTAQ","NA","No","NA","NA","No"
"67","RULA","NA","No","NA","NA","No"
"67","RUPA","NA","No","NA","NA","No"
"67","RUPE","NA","No","NA","NA","No"
"67","RUSP","NA","No","NA","NA","No"
"67","SOSI","NA","No","NA","NA","No"
"67","SPBE","NA","Yes","NA","NA","No"
"67","TITR","NA","No","NA","NA","No"
"67","TRBO","NA","No","NA","NA","No"
"67","VAME","No","NA","Yes","NA","Yes"
"67","VASI","NA","No","NA","NA","No"
"68","ACCI","NA","No","NA","NA","No"
"68","ACGL","NA","No","NA","NA","No"
"68","ACMI","No","NA","NA","NA","No"
"68","AMAL","NA","No","NA","NA","No"
"68","ARUV","No","NA","NA","NA","No"
"68","ATFI","NA","No","NA","NA","No"
"68","CAME","NA","No","NA","NA","No"
"68","CARU","No","NA","NA","NA","No"
"68","CEVE","No","NA","NA","NA","No"
"68","CHUM","NA","No","NA","NA","No"
"68","CLUN","NA","No","NA","NA","No"
"68","COCA","NA","No","NA","NA","No"
"68","EPAN","No","NA","NA","NA","No"
"68","GAOV","NA","No","NA","NA","No"
"68","GASH","NA","No","NA","NA","No"
"68","GOOB","NA","No","NA","NA","No"
"68","GYDR","NA","No","NA","NA","No"
"68","HIAL","NA","No","NA","NA","No"
"68","HODI","NA","No","Yes","NA","No"
"68","LIBO","NA","No","NA","NA","No"
"68","MANE","NA","No","NA","NA","No"
"68","MEFE","NA","No","NA","NA","No"
"68","OPHO","NA","No","NA","NA","Yes"
"68","PAMY","No","NA","NA","NA","Yes"
"68","POMU","NA","No","NA","NA","No"
"68","PTAQ","NA","No","NA","NA","No"
"68","RULA","NA","No","NA","NA","No"
"68","RUPA","NA","No","NA","NA","No"
"68","RUPE","NA","No","NA","NA","No"
"68","RUSP","NA","No","NA","NA","No"
"68","SOSI","NA","No","NA","NA","No"
"68","SPBE","NA","No","NA","NA","No"
"68","TITR","NA","No","NA","NA","No"
"68","TRBO","NA","No","NA","Yes","NA"
"68","VAME","No","NA","Yes","NA","Yes"
"68","VASI","NA","No","NA","NA","No"
"69","ACCI","NA","No","NA","NA","No"
"69","ACGL","NA","No","NA","NA","No"
"69","ACMI","No","NA","NA","NA","No"
"69","AMAL","NA","No","NA","NA","No"
"69","ARUV","No","NA","NA","NA","No"
"69","ATFI","NA","No","NA","NA","No"
"69","CAME","NA","No","NA","Yes","NA"
"69","CARU","No","NA","NA","NA","Yes"
"69","CEVE","No","NA","NA","NA","No"
"69","CHUM","NA","No","NA","NA","No"
"69","CLUN","NA","No","NA","NA","No"
"69","COCA","NA","No","NA","NA","No"
"69","EPAN","No","NA","NA","NA","No"
"69","GAOV","NA","No","NA","NA","No"
"69","GASH","NA","No","NA","NA","No"
"69","GOOB","NA","No","NA","NA","No"
"69","GYDR","NA","No","NA","NA","No"
"69","HIAL","NA","No","NA","NA","No"
"69","HODI","NA","No","Yes","NA","No"
"69","LIBO","NA","No","NA","NA","No"
"69","MANE","NA","No","NA","NA","No"
"69","MEFE","NA","No","NA","NA","No"
"69","OPHO","NA","No","NA","NA","Yes"
"69","PAMY","No","NA","NA","NA","Yes"
"69","POMU","NA","No","NA","NA","No"
"69","PTAQ","NA","No","NA","NA","No"
"69","RULA","NA","No","NA","NA","No"
"69","RUPA","NA","No","NA","NA","No"
"69","RUPE","NA","No","NA","NA","No"
"69","RUSP","NA","No","NA","NA","No"
"69","SOSI","NA","No","NA","NA","No"
"69","SPBE","NA","No","NA","NA","No"
"69","TITR","NA","No","NA","NA","No"
"69","TRBO","NA","No","NA","NA","No"
"69","VAME","No","NA","Yes","NA","Yes"
"69","VASI","NA","No","NA","NA","No"
"70","ACCI","NA","No","NA","NA","No"
"70","ACGL","NA","No","NA","NA","No"
"70","ACMI","No","NA","NA","NA","No"
"70","AMAL","NA","No","NA","NA","No"
"70","ARUV","No","NA","NA","NA","No"
"70","ATFI","NA","No","NA","NA","No"
"70","CAME","NA","No","NA","NA","No"
"70","CARU","No","NA","NA","NA","No"
"70","CEVE","No","NA","NA","NA","No"
"70","CHUM","NA","No","NA","NA","No"
"70","CLUN","NA","No","NA","NA","No"
"70","COCA","NA","No","NA","NA","No"
"70","EPAN","No","NA","NA","NA","No"
"70","GAOV","NA","No","NA","NA","No"
"70","GASH","NA","No","NA","NA","No"
"70","GOOB","NA","No","NA","NA","No"
"70","GYDR","NA","No","NA","NA","No"
"70","HIAL","NA","No","NA","NA","No"
"70","HODI","NA","No","Yes","NA","No"
"70","LIBO","NA","No","NA","NA","No"
"70","MANE","NA","No","NA","NA","No"
"70","MEFE","NA","No","NA","NA","No"
"70","OPHO","NA","No","NA","NA","No"
"70","PAMY","No","NA","NA","NA","Yes"
"70","POMU","NA","No","NA","NA","No"
"70","PTAQ","NA","No","NA","NA","No"
"70","RULA","NA","No","NA","NA","No"
"70","RUPA","NA","No","NA","NA","No"
"70","RUPE","NA","No","NA","NA","No"
"70","RUSP","NA","No","NA","NA","No"
"70","SOSI","NA","No","NA","NA","No"
"70","SPBE","NA","Yes","NA","NA","No"
"70","TITR","NA","No","NA","NA","No"
"70","TRBO","NA","No","NA","NA","No"
"70","VAME","No","NA","Yes","NA","Yes"
